Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Washington,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,267.3,895,411553
Louisiana,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,279.8,123,45424
New York,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,283.7,2628,864793
Minnesota,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,287.5,266,154614
Georgia,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,288.8,588,243933
Iowa,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,292.9,78,48121
Utah,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,299.7,127,63793
Oklahoma,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,308.2,110,52607
Idaho,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,308.9,38,15833
Hawaii,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,369.4,2097,438520
Nevada,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Maine,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Wisconsin,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,Hispanic,Incidence,,,
Mississippi,All Types of Cancer,2020,Male,Hispanic,Incidence,166.5,59,55096
West Virginia,All Types of Cancer,2020,Male,Hispanic,Incidence,182.2,21,17143
Alabama,All Types of Cancer,2020,Male,Hispanic,Incidence,211.6,144,118671
Missouri,All Types of Cancer,2020,Male,Hispanic,Incidence,218.4,184,142172
Virginia,All Types of Cancer,2020,Male,Hispanic,Incidence,222.1,546,440423
Arkansas,All Types of Cancer,2020,Male,Hispanic,Incidence,222.7,131,126568
Delaware,All Types of Cancer,2020,Male,Hispanic,Incidence,249.5,73,49353
Maryland,All Types of Cancer,2020,Male,Hispanic,Incidence,251.8,478,337275
District of Columbia,All Types of Cancer,2020,Male,Hispanic,Incidence,252.2,60,40965
Tennessee,All Types of Cancer,2020,Male,Hispanic,Incidence,258.5,288,211249
Alaska,All Types of Cancer,2020,Male,Hispanic,Incidence,263.8,36,28189
Oregon,All Types of Cancer,2020,Male,Hispanic,Incidence,266.2,425,299852
Arizona,All Types of Cancer,2020,Male,Hispanic,Incidence,268.3,2102,1189219
Iowa,All Types of Cancer,2020,Male,Hispanic,Incidence,270.4,147,107197
Louisiana,All Types of Cancer,2020,Male,Hispanic,Incidence,271.5,256,133488
Oklahoma,All Types of Cancer,2020,Male,Hispanic,Incidence,277,323,235212
Kentucky,All Types of Cancer,2020,Male,Hispanic,Incidence,278.8,140,95904
Michigan,All Types of Cancer,2020,Male,Hispanic,Incidence,279.4,455,275468
North Carolina,All Types of Cancer,2020,Male,Hispanic,Incidence,279.9,736,540603
Washington,All Types of Cancer,2020,Male,Hispanic,Incidence,285.2,741,529947
Ohio,All Types of Cancer,2020,Male,Hispanic,Incidence,288.8,406,249314
Nebraska,All Types of Cancer,2020,Male,Hispanic,Incidence,295.3,172,117281
Montana,All Types of Cancer,2020,Male,Hispanic,Incidence,296.8,40,22924
New Hampshire,All Types of Cancer,2020,Male,Hispanic,Incidence,297.8,46,29859
Texas,All Types of Cancer,2020,Male,Hispanic,Incidence,303.1,12008,5880745
New Mexico,All Types of Cancer,2020,Male,Hispanic,Incidence,308.5,1493,518903
California,All Types of Cancer,2020,Male,Hispanic,Incidence,308.8,16868,7827035
Wyoming,All Types of Cancer,2020,Male,Hispanic,Incidence,311.6,71,31567
Illinois,All Types of Cancer,2020,Male,Hispanic,Incidence,311.6,2307,1132541
Rhode Island,All Types of Cancer,2020,Male,Hispanic,Incidence,324.8,183,88838
Colorado,All Types of Cancer,2020,Male,Hispanic,Incidence,327.9,1333,648720
Kansas,All Types of Cancer,2020,Male,Hispanic,Incidence,328.8,324,187159
Georgia,All Types of Cancer,2020,Male,Hispanic,Incidence,329.9,954,555478
Minnesota,All Types of Cancer,2020,Male,Hispanic,Incidence,343.8,279,167107
Idaho,All Types of Cancer,2020,Male,Hispanic,Incidence,346.5,221,121980
Florida,All Types of Cancer,2020,Male,Hispanic,Incidence,352.1,9407,2839396
Connecticut,All Types of Cancer,2020,Male,Hispanic,Incidence,358.9,723,303872
New York,All Types of Cancer,2020,Male,Hispanic,Incidence,360.7,5426,1840454
South Dakota,All Types of Cancer,2020,Male,Hispanic,Incidence,362.5,33,21145
Utah,All Types of Cancer,2020,Male,Hispanic,Incidence,364.7,430,241646
Massachusetts,All Types of Cancer,2020,Male,Hispanic,Incidence,364.9,965,429968
Pennsylvania,All Types of Cancer,2020,Male,Hispanic,Incidence,368.8,1048,523854
New Jersey,All Types of Cancer,2020,Male,Hispanic,Incidence,383.7,2674,938398
South Carolina,All Types of Cancer,2020,Male,Hispanic,Incidence,435,339,167955
Hawaii,All Types of Cancer,2020,Male,Hispanic,Incidence,446.6,160,76090
Nevada,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,,,
Indiana,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,280.3,6838,1726244
New Mexico,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,322.2,4464,1063860
Arizona,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,328.1,15946,3735475
California,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,347.1,82115,19790589
Colorado,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,351.7,12018,2881832
District of Columbia,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,354.2,1377,374884
Texas,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,354.5,57242,14779708
Utah,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,356.9,5492,1612139
Virginia,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,365.2,20055,4363032
Oregon,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,366.6,10343,2139046
South Carolina,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,367,13297,2694628
Mississippi,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,368.9,7173,1530971
Michigan,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,370.6,25055,5058742
Arkansas,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,370.6,7382,1543666
Alabama,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,371.9,12379,2544566
Massachusetts,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,375.5,17602,3546542
Hawaii,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,377.2,3546,702640
Wyoming,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,378.3,1342,285437
Delaware,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,378.5,2689,510069
Tennessee,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,381.1,17417,3528814
Montana,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,382.2,2753,536476
Alaska,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,382.4,1447,349621
Washington,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,383.5,18086,3840014
Oklahoma,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,385.3,9518,2009602
Nebraska,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,388.4,4558,969739
Louisiana,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,389.3,11582,2381158
Idaho,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,389.7,4285,910789
Maryland,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,390.3,15600,3123228
Rhode Island,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,393.1,2890,542433
Georgia,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,394,25792,5508468
Pennsylvania,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,396.6,35982,6516212
North Dakota,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,396.6,1767,373494
Florida,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,397.1,64100,11113132
Illinois,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,397.3,32411,6402224
Kansas,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,398.3,7223,1462265
North Carolina,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,401,28271,5448241
Vermont,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,402.9,1798,315355
Wisconsin,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,403.7,15606,2928939
New York,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,404.3,52785,9946279
Ohio,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,404.9,31857,5960556
South Dakota,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,405.7,2220,442058
Connecticut,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,406.7,10089,1822086
Missouri,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,406.7,16745,3133825
New Jersey,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,411.9,24693,4539322
New Hampshire,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,413.1,4029,689281
Maine,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,417.6,4360,688840
Minnesota,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,419.2,14915,2838748
Iowa,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,425.3,8748,1587866
West Virginia,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,433.2,5587,900511
Kentucky,All Types of Cancer,2020,Female,All Races and Ethnicities,Incidence,433.3,12668,2271906
Indiana,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,319.9,389,137827
New Mexico,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,326.4,2296,395453
Arizona,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,350.9,11906,2062065
Utah,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,351.2,4599,1276820
Colorado,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,355,9502,1985498
Oregon,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,373.5,9088,1649663
Michigan,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,375.2,20614,3808181
Virginia,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,376.5,14284,2699886
Oklahoma,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,376.9,7357,1368809
South Carolina,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,377.9,9718,1723318
Montana,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,378.5,2518,467362
Mississippi,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,379.2,4687,859950
Arkansas,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,379.7,6119,1125557
Alaska,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,381.6,1012,217454
Hawaii,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,382,808,140228
Alabama,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,382.4,9118,1663745
California,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,382.5,43746,7356288
Tennessee,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,383,14229,2619806
Massachusetts,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,385.3,14699,2545607
Washington,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,386.2,14533,2656166
Delaware,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,388.9,2009,317408
Nebraska,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,389.5,4032,769963
Wyoming,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,390.8,1252,242873
Idaho,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,394.4,3895,756475
Kansas,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,395.2,6146,1127480
Texas,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,401.1,34513,6170067
Louisiana,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,401.7,7783,1391113
Rhode Island,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,402.6,2464,394347
Pennsylvania,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,402.8,30518,4967823
South Dakota,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,403.9,2009,365201
Vermont,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,405.7,1739,295529
Wisconsin,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,407.5,14093,2387409
Ohio,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,411.3,27298,4705988
Missouri,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,412,14435,2504951
North Carolina,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,413.8,20936,3434021
New Hampshire,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,418.1,3867,625638
Illinois,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,419,23943,3918557
Maine,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,419.1,4226,648070
Georgia,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,419.5,16707,2859089
Connecticut,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,420.2,8048,1206688
Minnesota,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,422.5,13399,2273682
Maryland,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,425.2,9740,1564069
Iowa,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,427.1,8199,1366994
Florida,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,431.6,44662,5985424
West Virginia,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,437.8,5369,841064
Kentucky,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,438.8,11524,1940038
New York,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,438.9,35865,5513379
New Jersey,All Types of Cancer,2020,Female,White Non-Hispanic,Incidence,447.1,17283,2491017
Maine,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Montana,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
South Dakota,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Idaho,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,,,
Alaska,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,241.9,26,14145
Utah,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,250.2,28,21581
Hawaii,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,280.1,27,15063
New Mexico,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,285.4,60,21330
New Hampshire,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,287.6,20,11231
Arizona,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,306.3,517,185879
Massachusetts,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,322.5,914,281496
Washington,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,323.2,455,179298
Rhode Island,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,325.3,113,36949
Delaware,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,337.2,460,121009
Tennessee,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,339.4,2248,628599
Nebraska,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,341.8,144,53392
Florida,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,344.2,6614,1810830
South Carolina,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,345.6,3039,752244
Michigan,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,346.3,2977,764873
California,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,346.6,4963,1226724
New York,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,349.3,6664,1550231
Oregon,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,349.9,136,50793
Virginia,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,355.3,3666,894295
Alabama,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,355.5,2868,713789
Connecticut,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,358.1,807,207316
Colorado,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,360.5,414,127925
Arkansas,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,363.6,956,254530
Texas,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,363.8,6872,1910168
Mississippi,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,366.3,2375,599048
Ohio,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,369.6,3256,831883
Georgia,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,370.9,7193,1861860
Pennsylvania,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,371.7,3137,765971
Maryland,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,373.2,4464,1003973
Minnesota,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,373.3,516,214721
West Virginia,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,374,138,33787
Illinois,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,376.5,4298,979696
North Carolina,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,380.2,5472,1248249
Louisiana,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,381,3346,807432
Oklahoma,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,384.3,621,169790
District of Columbia,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,389.5,868,176062
New Jersey,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,392.2,2927,631415
Missouri,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,401.1,1694,397133
Kentucky,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,417.7,840,201371
Kansas,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,418.4,361,93781
Wisconsin,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,443.1,771,207672
Iowa,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,451.3,188,69878
Vermont,All Types of Cancer,2020,Female,Black Non-Hispanic,Incidence,584.1,16,4646
Connecticut,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Jersey,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kentucky,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kansas,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Alabama,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Delaware,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Illinois,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
West Virginia,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New York,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Rhode Island,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Hampshire,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Louisiana,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,131,26,16591
Tennessee,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,133.9,19,10499
Missouri,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,174.3,33,17115
Ohio,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,199.4,36,15758
Georgia,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,206.8,35,14583
Arizona,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,224.3,337,154248
Massachusetts,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,226.6,23,7986
Mississippi,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,226.7,17,8028
Utah,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,255.5,38,17087
South Carolina,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,267,32,10760
New Mexico,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,270,277,98677
Florida,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,272.1,119,31054
Maryland,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,278.5,32,9423
Wyoming,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,282.2,16,6619
North Carolina,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,309.1,232,64747
Texas,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,313.6,207,54742
Colorado,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,317.9,73,22120
Oregon,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,329.4,110,29259
Iowa,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,331.9,16,5543
Pennsylvania,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,339.3,47,12071
Maine,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,340.3,21,5318
Idaho,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,360.2,47,11308
Virginia,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,378,59,13055
Michigan,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,396,158,36439
California,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,402.9,513,104778
Nebraska,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,432.8,32,9147
Arkansas,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,440.5,64,13314
Washington,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,458.9,289,57786
Alaska,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,472.6,255,59700
Oklahoma,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,474.4,883,196592
Minnesota,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,520.9,163,34652
South Dakota,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,531,151,39288
Montana,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,554.4,169,35780
Wisconsin,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,604.2,177,28998
Hawaii,All Types of Cancer,2020,Female,American Indian and Alaska Native Non-Hispanic,Incidence,1180.8,21,1631
Montana,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,175.5,29,19866
New Hampshire,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,194,40,22939
South Carolina,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,204.4,119,56200
Missouri,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,211.2,153,80726
Nebraska,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,212.6,49,28926
New Mexico,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,213.6,55,21211
Connecticut,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,214.3,193,94152
Mississippi,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,217.1,43,19051
Kentucky,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,219.7,81,42260
Michigan,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,224.7,381,182612
Wisconsin,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,225.3,158,97876
Arizona,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,227.2,384,155583
Massachusetts,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,228,584,273996
Ohio,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,232.1,353,168157
Pennsylvania,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,233.5,581,261574
Tennessee,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,234.2,171,76749
Virginia,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,236.9,845,340918
Texas,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,237.4,1951,833619
Louisiana,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,245.7,120,46876
Illinois,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,247.2,1082,403247
North Carolina,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,250.2,412,189392
